"BIBTEXKEY","first_name","middle_name","last_name","full_name","JOURNAL","NUMBER","PAGES","TITLE","TYPE","VOLUME","YEAR","DOI","URL","AFFILIATIONS","AUTHOR_KEYWORDS","PUBLICATION_STAGE","SOURCE","Affiliation_country","Affiliation_country_code","Gender","Gender.Probability","Gender.Count","composite_name","author_id","paper_id_author_id","author_order","author_last","author_single","unique_name","OA","Citations"
"Szabó2024","Norbert",NA,"Szabó","Norbert Szabó","Music and Science",NA,NA,"Musical Genre Preferences among School Students: The Role of the Family Background and Musical Instruments Learning","Article","7",2024,"10.1177/20592043241236639","https://www.scopus.com/inward/record.uri?eid = 2-s2.0-85188299503&doi = 10.1177%2f20592043241236639&partnerID = 40&md5 = a31cc79d3f06ba40041ebc873daee702","Institute of Education, Hungarian University of Agriculture and Life Sciences, Kaposvár, Hungary; MTA-MATE Early Childhood Research Group, Kaposvár, Hungary; Institute of Education, University of Szeged, Szeged, Hungary; Bárczi Gusztáv Faculty of Special Needs, Eötvös Loránd University, Hungary","family background; learning to play instruments; Music education; musical genres; school age","Final","Scopus","Hungary","HU","male",1,9796,"Norbert Szabó","author1","Szabó2024_author1",1,0,0,"szabó_norbert","Open Access",0
"Szabó2024","Fanni",NA,"Földi","Fanni Földi","Music and Science",NA,NA,"Musical Genre Preferences among School Students: The Role of the Family Background and Musical Instruments Learning","Article","7",2024,"10.1177/20592043241236639","https://www.scopus.com/inward/record.uri?eid = 2-s2.0-85188299503&doi = 10.1177%2f20592043241236639&partnerID = 40&md5 = a31cc79d3f06ba40041ebc873daee702","Institute of Education, Hungarian University of Agriculture and Life Sciences, Kaposvár, Hungary; MTA-MATE Early Childhood Research Group, Kaposvár, Hungary; Institute of Education, University of Szeged, Szeged, Hungary; Bárczi Gusztáv Faculty of Special Needs, Eötvös Loránd University, Hungary","family background; learning to play instruments; Music education; musical genres; school age","Final","Scopus","Hungary","HU","female",1,2210,"Fanni Földi","author2","Szabó2024_author2",2,0,0,"földi_fanni","Open Access",0
"Szabó2024","Tun","Zaw","Oo","Tun Zaw Oo","Music and Science",NA,NA,"Musical Genre Preferences among School Students: The Role of the Family Background and Musical Instruments Learning","Article","7",2024,"10.1177/20592043241236639","https://www.scopus.com/inward/record.uri?eid = 2-s2.0-85188299503&doi = 10.1177%2f20592043241236639&partnerID = 40&md5 = a31cc79d3f06ba40041ebc873daee702","Institute of Education, Hungarian University of Agriculture and Life Sciences, Kaposvár, Hungary; MTA-MATE Early Childhood Research Group, Kaposvár, Hungary; Institute of Education, University of Szeged, Szeged, Hungary; Bárczi Gusztáv Faculty of Special Needs, Eötvös Loránd University, Hungary","family background; learning to play instruments; Music education; musical genres; school age","Final","Scopus","Hungary","HU","male",0.75,1,"Tun Oo","author3","Szabó2024_author3",3,0,0,"oo_tun","Open Access",0
"Szabó2024","Gábor",NA,"Csizmadia","Gábor Csizmadia","Music and Science",NA,NA,"Musical Genre Preferences among School Students: The Role of the Family Background and Musical Instruments Learning","Article","7",2024,"10.1177/20592043241236639","https://www.scopus.com/inward/record.uri?eid = 2-s2.0-85188299503&doi = 10.1177%2f20592043241236639&partnerID = 40&md5 = a31cc79d3f06ba40041ebc873daee702","Institute of Education, Hungarian University of Agriculture and Life Sciences, Kaposvár, Hungary; MTA-MATE Early Childhood Research Group, Kaposvár, Hungary; Institute of Education, University of Szeged, Szeged, Hungary; Bárczi Gusztáv Faculty of Special Needs, Eötvös Loránd University, Hungary","family background; learning to play instruments; Music education; musical genres; school age","Final","Scopus","Hungary","HU","male",1,5728,"Gábor Csizmadia","author4","Szabó2024_author4",4,0,0,"csizmadia_gábor","Open Access",0
"Szabó2024","Krisztián",NA,"Józsa","Krisztián Józsa","Music and Science",NA,NA,"Musical Genre Preferences among School Students: The Role of the Family Background and Musical Instruments Learning","Article","7",2024,"10.1177/20592043241236639","https://www.scopus.com/inward/record.uri?eid = 2-s2.0-85188299503&doi = 10.1177%2f20592043241236639&partnerID = 40&md5 = a31cc79d3f06ba40041ebc873daee702","Institute of Education, Hungarian University of Agriculture and Life Sciences, Kaposvár, Hungary; MTA-MATE Early Childhood Research Group, Kaposvár, Hungary; Institute of Education, University of Szeged, Szeged, Hungary; Bárczi Gusztáv Faculty of Special Needs, Eötvös Loránd University, Hungary","family background; learning to play instruments; Music education; musical genres; school age","Final","Scopus","Hungary","HU","male",0.99,1852,"Krisztián Józsa","author5","Szabó2024_author5",5,1,0,"józsa_krisztián","Open Access",0
"Steingo2025","Gavin",NA,"Steingo","Gavin Steingo","Music and Science",NA,NA,"Virtual Universals and Creativity: A New Approach to Music Cognition","Article","8",2025,"10.1177/20592043251342668","https://www.scopus.com/inward/record.uri?eid = 2-s2.0-105005576099&doi = 10.1177%2f20592043251342668&partnerID = 40&md5 = 2e992a5612b4018bcab7e836afabbcfb","Department of Music, Princeton University, Princeton, 08544, NJ, United States; Princeton Neuroscience Institute, Department of Psychology, Princeton University, Princeton, 08544, NJ, United States","Cognition; complex systems; creativity; music; universality","Final","Scopus","United States","US","male",1,19342,"Gavin Steingo","author1","Steingo2025_author1",1,0,0,"steingo_gavin","Undefined",0
"Steingo2025","Asif","A.","Ghazanfar","Asif A. Ghazanfar","Music and Science",NA,NA,"Virtual Universals and Creativity: A New Approach to Music Cognition","Article","8",2025,"10.1177/20592043251342668","https://www.scopus.com/inward/record.uri?eid = 2-s2.0-105005576099&doi = 10.1177%2f20592043251342668&partnerID = 40&md5 = 2e992a5612b4018bcab7e836afabbcfb","Department of Music, Princeton University, Princeton, 08544, NJ, United States; Princeton Neuroscience Institute, Department of Psychology, Princeton University, Princeton, 08544, NJ, United States","Cognition; complex systems; creativity; music; universality","Final","Scopus","United States","US","male",1,3938,"Asif Ghazanfar","author2","Steingo2025_author2",2,1,0,"ghazanfar_asif","Undefined",0
"Park2024","Saebyul",NA,"Park","Saebyul Park","Music and Science",NA,NA,"Mel2Word: A Text-Based Melody Representation for Symbolic Music Analysis","Article","7",2024,"10.1177/20592043231216254","https://www.scopus.com/inward/record.uri?eid = 2-s2.0-85181706077&doi = 10.1177%2f20592043231216254&partnerID = 40&md5 = a566dc80ac89da114c61dc9a6107bea3","Graduate School of Culture Technology, KAIST, Daejeon, South Korea","Melody segmentation; melody tokenization; music and language; music information retrieval; natural language processing","Final","Scopus","South Korea","KR","female",0.75,12,"Saebyul Park","author1","Park2024_author1",1,0,0,"park_saebyul","Open Access",4
"Park2024","Eunjin",NA,"Choi","Eunjin Choi","Music and Science",NA,NA,"Mel2Word: A Text-Based Melody Representation for Symbolic Music Analysis","Article","7",2024,"10.1177/20592043231216254","https://www.scopus.com/inward/record.uri?eid = 2-s2.0-85181706077&doi = 10.1177%2f20592043231216254&partnerID = 40&md5 = a566dc80ac89da114c61dc9a6107bea3","Graduate School of Culture Technology, KAIST, Daejeon, South Korea","Melody segmentation; melody tokenization; music and language; music information retrieval; natural language processing","Final","Scopus","South Korea","KR","female",0.93,338,"Eunjin Choi","author2","Park2024_author2",2,0,0,"choi_eunjin","Open Access",4
"Park2024","Jeounghoon",NA,"Kim","Jeounghoon Kim","Music and Science",NA,NA,"Mel2Word: A Text-Based Melody Representation for Symbolic Music Analysis","Article","7",2024,"10.1177/20592043231216254","https://www.scopus.com/inward/record.uri?eid = 2-s2.0-85181706077&doi = 10.1177%2f20592043231216254&partnerID = 40&md5 = a566dc80ac89da114c61dc9a6107bea3","Graduate School of Culture Technology, KAIST, Daejeon, South Korea","Melody segmentation; melody tokenization; music and language; music information retrieval; natural language processing","Final","Scopus","South Korea","KR","male",1,1,"Jeounghoon Kim","author3","Park2024_author3",3,0,0,"kim_jeounghoon","Open Access",4
"Park2024","Juhan",NA,"Nam","Juhan Nam","Music and Science",NA,NA,"Mel2Word: A Text-Based Melody Representation for Symbolic Music Analysis","Article","7",2024,"10.1177/20592043231216254","https://www.scopus.com/inward/record.uri?eid = 2-s2.0-85181706077&doi = 10.1177%2f20592043231216254&partnerID = 40&md5 = a566dc80ac89da114c61dc9a6107bea3","Graduate School of Culture Technology, KAIST, Daejeon, South Korea","Melody segmentation; melody tokenization; music and language; music information retrieval; natural language processing","Final","Scopus","South Korea","KR","male",1,27,"Juhan Nam","author4","Park2024_author4",4,1,0,"nam_juhan","Open Access",4
"Ritchie2023","Laura",NA,"Ritchie","Laura Ritchie","Music and Science",NA,NA,"Multisensory Music Performance with Cymatic Images","Article","6",2023,"10.1177/20592043231159065","https://www.scopus.com/inward/record.uri?eid = 2-s2.0-85150050201&doi = 10.1177%2f20592043231159065&partnerID = 40&md5 = f9370d0f53091e2738bd8d772cab1a6d","University of Chichester, West Sussex, United Kingdom","Cello; cymatics; multisensory; music composition; music performance","Final","Scopus","United Kingdom","GB","female",1,125438,"Laura Ritchie","author1","Ritchie2023_author1",1,0,1,"ritchie_laura","Open Access",1
"Bannister2025","Scott",NA,"Bannister","Scott Bannister","Music and Science",NA,NA,"“With a Little Help from my Friends”: Exploring Pseudo-Social Music Listening Experiences","Article","8",2025,"10.1177/20592043241301997","https://www.scopus.com/inward/record.uri?eid = 2-s2.0-85215509434&doi = 10.1177%2f20592043241301997&partnerID = 40&md5 = 90c64641f446c4694cdda8575e32dd51","School of Music, University of Leeds, Leeds, United Kingdom","Consolation; emotion; empathy; music listening; parasocial; social bonding; social cognition","Final","Scopus","United Kingdom","GB","male",1,73194,"Scott Bannister","author1","Bannister2025_author1",1,0,0,"bannister_scott","Open Access",0
"Bannister2025","Freya",NA,"Bailes","Freya Bailes","Music and Science",NA,NA,"“With a Little Help from my Friends”: Exploring Pseudo-Social Music Listening Experiences","Article","8",2025,"10.1177/20592043241301997","https://www.scopus.com/inward/record.uri?eid = 2-s2.0-85215509434&doi = 10.1177%2f20592043241301997&partnerID = 40&md5 = 90c64641f446c4694cdda8575e32dd51","School of Music, University of Leeds, Leeds, United Kingdom","Consolation; emotion; empathy; music listening; parasocial; social bonding; social cognition","Final","Scopus","United Kingdom","GB","female",1,4121,"Freya Bailes","author2","Bannister2025_author2",2,0,0,"bailes_freya","Open Access",0
"Bannister2025","Alinka","E.","Greasley","Alinka E. Greasley","Music and Science",NA,NA,"“With a Little Help from my Friends”: Exploring Pseudo-Social Music Listening Experiences","Article","8",2025,"10.1177/20592043241301997","https://www.scopus.com/inward/record.uri?eid = 2-s2.0-85215509434&doi = 10.1177%2f20592043241301997&partnerID = 40&md5 = 90c64641f446c4694cdda8575e32dd51","School of Music, University of Leeds, Leeds, United Kingdom","Consolation; emotion; empathy; music listening; parasocial; social bonding; social cognition","Final","Scopus","United Kingdom","GB","female",0.94,31,"Alinka Greasley","author3","Bannister2025_author3",3,1,0,"greasley_alinka","Open Access",0
"Rose2023","Dawn","C.","Rose","Dawn C. Rose","Music and Science",NA,NA,"Music Moves Me in More Ways Than One: An Online Survey Investigating the Everyday Use of Music among People with Parkinson's","Article","6",2023,"10.1177/20592043231197792","https://www.scopus.com/inward/record.uri?eid = 2-s2.0-85173940460&doi = 10.1177%2f20592043231197792&partnerID = 40&md5 = 245387070ad0d173d53cec42245d2f00","School of Music, Lucerne University of Applied Sciences and Arts, Lucerne-Kriens, Switzerland; Division of Neuroscience & Experimental Psychology, School of Social Sciences, The University of Manchester, Manchester, United Kingdom; School of Sport and Health Sciences, University of Exeter, Richard's Building, Exeter, United Kingdom; Royal Northern College of Music, Manchester, United Kingdom","gait; mixed methods; mood; motor and non-motor symptoms; movement; music; music and dance sophistication; Parkinson's; quality of life; use of music","Final","Scopus","Switzerland","CH","female",0.97,78,"Dawn Rose","author1","Rose2023_author1",1,0,0,"rose_dawn","Open Access",2
"Rose2023","Ellen",NA,"Poliakoff","Ellen Poliakoff","Music and Science",NA,NA,"Music Moves Me in More Ways Than One: An Online Survey Investigating the Everyday Use of Music among People with Parkinson's","Article","6",2023,"10.1177/20592043231197792","https://www.scopus.com/inward/record.uri?eid = 2-s2.0-85173940460&doi = 10.1177%2f20592043231197792&partnerID = 40&md5 = 245387070ad0d173d53cec42245d2f00","School of Music, Lucerne University of Applied Sciences and Arts, Lucerne-Kriens, Switzerland; Division of Neuroscience & Experimental Psychology, School of Social Sciences, The University of Manchester, Manchester, United Kingdom; School of Sport and Health Sciences, University of Exeter, Richard's Building, Exeter, United Kingdom; Royal Northern College of Music, Manchester, United Kingdom","gait; mixed methods; mood; motor and non-motor symptoms; movement; music; music and dance sophistication; Parkinson's; quality of life; use of music","Final","Scopus","United Kingdom","GB","female",1,12889,"Ellen Poliakoff","author2","Rose2023_author2",2,0,0,"poliakoff_ellen","Open Access",2
"Rose2023","William","R.","Young","William R. Young","Music and Science",NA,NA,"Music Moves Me in More Ways Than One: An Online Survey Investigating the Everyday Use of Music among People with Parkinson's","Article","6",2023,"10.1177/20592043231197792","https://www.scopus.com/inward/record.uri?eid = 2-s2.0-85173940460&doi = 10.1177%2f20592043231197792&partnerID = 40&md5 = 245387070ad0d173d53cec42245d2f00","School of Music, Lucerne University of Applied Sciences and Arts, Lucerne-Kriens, Switzerland; Division of Neuroscience & Experimental Psychology, School of Social Sciences, The University of Manchester, Manchester, United Kingdom; School of Sport and Health Sciences, University of Exeter, Richard's Building, Exeter, United Kingdom; Royal Northern College of Music, Manchester, United Kingdom","gait; mixed methods; mood; motor and non-motor symptoms; movement; music; music and dance sophistication; Parkinson's; quality of life; use of music","Final","Scopus","United Kingdom","GB","male",1,62705,"William Young","author3","Rose2023_author3",3,0,0,"young_william","Open Access",2
"Rose2023","Michelle",NA,"Phillips","Michelle Phillips","Music and Science",NA,NA,"Music Moves Me in More Ways Than One: An Online Survey Investigating the Everyday Use of Music among People with Parkinson's","Article","6",2023,"10.1177/20592043231197792","https://www.scopus.com/inward/record.uri?eid = 2-s2.0-85173940460&doi = 10.1177%2f20592043231197792&partnerID = 40&md5 = 245387070ad0d173d53cec42245d2f00","School of Music, Lucerne University of Applied Sciences and Arts, Lucerne-Kriens, Switzerland; Division of Neuroscience & Experimental Psychology, School of Social Sciences, The University of Manchester, Manchester, United Kingdom; School of Sport and Health Sciences, University of Exeter, Richard's Building, Exeter, United Kingdom; Royal Northern College of Music, Manchester, United Kingdom","gait; mixed methods; mood; motor and non-motor symptoms; movement; music; music and dance sophistication; Parkinson's; quality of life; use of music","Final","Scopus","United Kingdom","GB","female",1,85177,"Michelle Phillips","author4","Rose2023_author4",4,1,0,"phillips_michelle","Open Access",2
"Vobig2025","Bastian",NA,"Vobig","Bastian Vobig","Music and Science",NA,NA,"A Computational Approach to Interaction Type Analysis of Music Therapy Improvisations","Article","8",2025,"10.1177/20592043251329233","https://www.scopus.com/inward/record.uri?eid = 2-s2.0-105000838683&doi = 10.1177%2f20592043251329233&partnerID = 40&md5 = 6d71ac4d9b57cf76da8346b9301dfc8c","Institute for Applied Social Sciences, Music Therapy Lab, Technical University of Applied Sciences Würzburg-Schweinfurt, Würzburg, Germany; Department Music Theory, Musicology and Key Qualifications, Artificial Intelligence Lab, Nuremberg University of Music, Nuremberg, Germany","Artificial intelligence; digital technology; improvisation; music analysis; music therapy","Final","Scopus","Germany","DE","male",1,10815,"Bastian Vobig","author1","Vobig2025_author1",1,0,1,"vobig_bastian","Undefined",0
"Morrison2024","Landon",NA,"Morrison","Landon Morrison","Music and Science",NA,NA,"Timbre Space: On the Flat History of a Multidimensional Metaphor","Article","7",2024,"10.1177/20592043241268720","https://www.scopus.com/inward/record.uri?eid = 2-s2.0-85204889543&doi = 10.1177%2f20592043241268720&partnerID = 40&md5 = 282ab8a3405790c5f9af12312b7aa598","Dyson School of Design Engineering, Imperial College London, London, United Kingdom; Eastman School of Music, University of Rochester, Rochester, NY, United States","conceptual metaphor; immutable mobile; multidimensional scaling; psychometry; Timbre space","Final","Scopus","United Kingdom","GB","male",0.98,86,"Landon Morrison","author1","Morrison2024_author1",1,0,1,"morrison_landon","Open Access",3
"Henry2024","Noah",NA,"Henry","Noah Henry","Music and Science",NA,NA,"A Mixed-Method Exploratory Approach to Identifying the Utilitarian Functions of Music Listening","Article","7",2024,"10.1177/20592043241266972","https://www.scopus.com/inward/record.uri?eid = 2-s2.0-85201664232&doi = 10.1177%2f20592043241266972&partnerID = 40&md5 = cd0a91a1569ab47f1760a134f32599fc","School of Arts and Creative Technologies, University of York, York, United Kingdom; Institute of Musicology, University of Cologne, Cologne, Germany","Functionality; functions of music; mixed-methods; music in everyday life; psychometric development","Final","Scopus","United Kingdom","GB","male",0.99,2214,"Noah Henry","author1","Henry2024_author1",1,0,0,"henry_noah","Open Access",0
"Henry2024","Liam",NA,"Maloney","Liam Maloney","Music and Science",NA,NA,"A Mixed-Method Exploratory Approach to Identifying the Utilitarian Functions of Music Listening","Article","7",2024,"10.1177/20592043241266972","https://www.scopus.com/inward/record.uri?eid = 2-s2.0-85201664232&doi = 10.1177%2f20592043241266972&partnerID = 40&md5 = cd0a91a1569ab47f1760a134f32599fc","School of Arts and Creative Technologies, University of York, York, United Kingdom; Institute of Musicology, University of Cologne, Cologne, Germany","Functionality; functions of music; mixed-methods; music in everyday life; psychometric development","Final","Scopus","Germany","DE","male",0.98,609,"Liam Maloney","author2","Henry2024_author2",2,0,0,"maloney_liam","Open Access",0
"Henry2024","Hauke",NA,"Egermann","Hauke Egermann","Music and Science",NA,NA,"A Mixed-Method Exploratory Approach to Identifying the Utilitarian Functions of Music Listening","Article","7",2024,"10.1177/20592043241266972","https://www.scopus.com/inward/record.uri?eid = 2-s2.0-85201664232&doi = 10.1177%2f20592043241266972&partnerID = 40&md5 = cd0a91a1569ab47f1760a134f32599fc","School of Arts and Creative Technologies, University of York, York, United Kingdom; Institute of Musicology, University of Cologne, Cologne, Germany","Functionality; functions of music; mixed-methods; music in everyday life; psychometric development","Final","Scopus","United Kingdom","GB","male",1,6,"Hauke Egermann","author3","Henry2024_author3",3,1,0,"egermann_hauke","Open Access",0
"Dai2024","Shuqi",NA,"Dai","Shuqi Dai","Music and Science",NA,NA,"The Interconnections of Music Structure, Harmony, Melody, Rhythm, and Predictivity","Article","7",2024,"10.1177/20592043241234758","https://www.scopus.com/inward/record.uri?eid = 2-s2.0-85190501193&doi = 10.1177%2f20592043241234758&partnerID = 40&md5 = 9676cd680588fbb8650df6659ea5cf1c","Computer Science Department, School of Computer Science, Carnegie Mellon University, Pittsburgh, United States; Faculty of Economics and Business, University of Amsterdam, Plantage Muidergracht 12, TV, Amsterdam, 1018, Netherlands","Multilevel hierarchy; music prediction; music segmentation; music similarity; music structure; music understanding; pattern detection; repetition; structure analysis","Final","Scopus","United States","US","female",0.83,18,"Shuqi Dai","author1","Dai2024_author1",1,0,0,"dai_shuqi","Undefined",1
"Dai2024","Huan",NA,"Zhang","Huan Zhang","Music and Science",NA,NA,"The Interconnections of Music Structure, Harmony, Melody, Rhythm, and Predictivity","Article","7",2024,"10.1177/20592043241234758","https://www.scopus.com/inward/record.uri?eid = 2-s2.0-85190501193&doi = 10.1177%2f20592043241234758&partnerID = 40&md5 = 9676cd680588fbb8650df6659ea5cf1c","Computer Science Department, School of Computer Science, Carnegie Mellon University, Pittsburgh, United States; Faculty of Economics and Business, University of Amsterdam, Plantage Muidergracht 12, TV, Amsterdam, 1018, Netherlands","Multilevel hierarchy; music prediction; music segmentation; music similarity; music structure; music understanding; pattern detection; repetition; structure analysis","Final","Scopus","Netherlands","NL","male",0.67,39,"Huan Zhang","author2","Dai2024_author2",2,0,0,"zhang_huan","Undefined",1
"Dai2024","Roger","B.","Dannenberg","Roger B. Dannenberg","Music and Science",NA,NA,"The Interconnections of Music Structure, Harmony, Melody, Rhythm, and Predictivity","Article","7",2024,"10.1177/20592043241234758","https://www.scopus.com/inward/record.uri?eid = 2-s2.0-85190501193&doi = 10.1177%2f20592043241234758&partnerID = 40&md5 = 9676cd680588fbb8650df6659ea5cf1c","Computer Science Department, School of Computer Science, Carnegie Mellon University, Pittsburgh, United States; Faculty of Economics and Business, University of Amsterdam, Plantage Muidergracht 12, TV, Amsterdam, 1018, Netherlands","Multilevel hierarchy; music prediction; music segmentation; music similarity; music structure; music understanding; pattern detection; repetition; structure analysis","Final","Scopus","United States","US","male",1,122837,"Roger Dannenberg","author3","Dai2024_author3",3,1,0,"dannenberg_roger","Undefined",1
"Owen2024","Caroline",NA,"Owen","Caroline Owen","Music and Science",NA,NA,"Putting Musical Feelings Into Words: Children's Verbal Descriptions of Music-Evoked Experiences","Article","7",2024,"10.1177/20592043241265318","https://www.scopus.com/inward/record.uri?eid = 2-s2.0-85200900359&doi = 10.1177%2f20592043241265318&partnerID = 40&md5 = bec1728b238ec16a061e03f7c790ed25","School of Arts and Creative Technologies, University of York, York, United Kingdom; Musikwissenschaftliches Institut, Universität zu Köln, Köln, Germany","Affect; children; emotion construction; scale development; subjective responses to music","Final","Scopus","United Kingdom","GB","female",1,63078,"Caroline Owen","author1","Owen2024_author1",1,0,0,"owen_caroline","Open Access",0
"Owen2024","Hauke",NA,"Egermann","Hauke Egermann","Music and Science",NA,NA,"Putting Musical Feelings Into Words: Children's Verbal Descriptions of Music-Evoked Experiences","Article","7",2024,"10.1177/20592043241265318","https://www.scopus.com/inward/record.uri?eid = 2-s2.0-85200900359&doi = 10.1177%2f20592043241265318&partnerID = 40&md5 = bec1728b238ec16a061e03f7c790ed25","School of Arts and Creative Technologies, University of York, York, United Kingdom; Musikwissenschaftliches Institut, Universität zu Köln, Köln, Germany","Affect; children; emotion construction; scale development; subjective responses to music","Final","Scopus","Germany","DE","male",0.99,1221,"Hauke Egermann","author2","Owen2024_author2",2,0,0,"egermann_hauke","Open Access",0
"Owen2024","Andrea",NA,"Schiavio","Andrea Schiavio","Music and Science",NA,NA,"Putting Musical Feelings Into Words: Children's Verbal Descriptions of Music-Evoked Experiences","Article","7",2024,"10.1177/20592043241265318","https://www.scopus.com/inward/record.uri?eid = 2-s2.0-85200900359&doi = 10.1177%2f20592043241265318&partnerID = 40&md5 = bec1728b238ec16a061e03f7c790ed25","School of Arts and Creative Technologies, University of York, York, United Kingdom; Musikwissenschaftliches Institut, Universität zu Köln, Köln, Germany","Affect; children; emotion construction; scale development; subjective responses to music","Final","Scopus","United Kingdom","GB","male",0.97,39139,"Andrea Schiavio","author3","Owen2024_author3",3,1,0,"schiavio_andrea","Open Access",0
"Ockelford2025","Adam",NA,"Ockelford","Adam Ockelford","Music and Science",NA,NA,"Towards a New Taxonomy of Pattern-Making in the Visuo-Spatial Domain in Early Childhood Based on Zygonic Theory and the Sounds of Intent Framework of Musical Development","Article","8",2025,"10.1177/20592043241305939","https://www.scopus.com/inward/record.uri?eid = 2-s2.0-85216110750&doi = 10.1177%2f20592043241305939&partnerID = 40&md5 = 55d299c7c2ad230202c3153bb0a597e4","School of Education, University of Roehampton, London, United Kingdom; Institute of Education, St. Mary's University, London, Canada; West Hill Special School, Surrey, United Kingdom","Auditory; early years; pattern-making; sounds of intent; taxonomy; visuo-spatial; zygonic theory","Final","Scopus","United Kingdom","GB","male",1,126969,"Adam Ockelford","author1","Ockelford2025_author1",1,0,0,"ockelford_adam","Open Access",0
"Ockelford2025","Sarah",NA,"McCarthy","Sarah McCarthy","Music and Science",NA,NA,"Towards a New Taxonomy of Pattern-Making in the Visuo-Spatial Domain in Early Childhood Based on Zygonic Theory and the Sounds of Intent Framework of Musical Development","Article","8",2025,"10.1177/20592043241305939","https://www.scopus.com/inward/record.uri?eid = 2-s2.0-85216110750&doi = 10.1177%2f20592043241305939&partnerID = 40&md5 = 55d299c7c2ad230202c3153bb0a597e4","School of Education, University of Roehampton, London, United Kingdom; Institute of Education, St. Mary's University, London, Canada; West Hill Special School, Surrey, United Kingdom","Auditory; early years; pattern-making; sounds of intent; taxonomy; visuo-spatial; zygonic theory","Final","Scopus","Canada","CA","female",1,46544,"Sarah McCarthy","author2","Ockelford2025_author2",2,0,0,"mccarthy_sarah","Open Access",0
"Ockelford2025","Sue",NA,"Gifford","Sue Gifford","Music and Science",NA,NA,"Towards a New Taxonomy of Pattern-Making in the Visuo-Spatial Domain in Early Childhood Based on Zygonic Theory and the Sounds of Intent Framework of Musical Development","Article","8",2025,"10.1177/20592043241305939","https://www.scopus.com/inward/record.uri?eid = 2-s2.0-85216110750&doi = 10.1177%2f20592043241305939&partnerID = 40&md5 = 55d299c7c2ad230202c3153bb0a597e4","School of Education, University of Roehampton, London, United Kingdom; Institute of Education, St. Mary's University, London, Canada; West Hill Special School, Surrey, United Kingdom","Auditory; early years; pattern-making; sounds of intent; taxonomy; visuo-spatial; zygonic theory","Final","Scopus","United Kingdom","GB","female",1,85616,"Sue Gifford","author3","Ockelford2025_author3",3,0,0,"gifford_sue","Open Access",0
"Ockelford2025","Helen",NA,"Thouless","Helen Thouless","Music and Science",NA,NA,"Towards a New Taxonomy of Pattern-Making in the Visuo-Spatial Domain in Early Childhood Based on Zygonic Theory and the Sounds of Intent Framework of Musical Development","Article","8",2025,"10.1177/20592043241305939","https://www.scopus.com/inward/record.uri?eid = 2-s2.0-85216110750&doi = 10.1177%2f20592043241305939&partnerID = 40&md5 = 55d299c7c2ad230202c3153bb0a597e4","School of Education, University of Roehampton, London, United Kingdom; Institute of Education, St. Mary's University, London, Canada; West Hill Special School, Surrey, United Kingdom","Auditory; early years; pattern-making; sounds of intent; taxonomy; visuo-spatial; zygonic theory","Final","Scopus","United Kingdom","GB","female",1,106677,"Helen Thouless","author4","Ockelford2025_author4",4,0,0,"thouless_helen","Open Access",0
"Ockelford2025","Sharon",NA,"Kirk","Sharon Kirk","Music and Science",NA,NA,"Towards a New Taxonomy of Pattern-Making in the Visuo-Spatial Domain in Early Childhood Based on Zygonic Theory and the Sounds of Intent Framework of Musical Development","Article","8",2025,"10.1177/20592043241305939","https://www.scopus.com/inward/record.uri?eid = 2-s2.0-85216110750&doi = 10.1177%2f20592043241305939&partnerID = 40&md5 = 55d299c7c2ad230202c3153bb0a597e4","School of Education, University of Roehampton, London, United Kingdom; Institute of Education, St. Mary's University, London, Canada; West Hill Special School, Surrey, United Kingdom","Auditory; early years; pattern-making; sounds of intent; taxonomy; visuo-spatial; zygonic theory","Final","Scopus","United Kingdom","GB","female",1,71151,"Sharon Kirk","author5","Ockelford2025_author5",5,0,0,"kirk_sharon","Open Access",0
"Ockelford2025","Michael",NA,"Thorpe","Michael Thorpe","Music and Science",NA,NA,"Towards a New Taxonomy of Pattern-Making in the Visuo-Spatial Domain in Early Childhood Based on Zygonic Theory and the Sounds of Intent Framework of Musical Development","Article","8",2025,"10.1177/20592043241305939","https://www.scopus.com/inward/record.uri?eid = 2-s2.0-85216110750&doi = 10.1177%2f20592043241305939&partnerID = 40&md5 = 55d299c7c2ad230202c3153bb0a597e4","School of Education, University of Roehampton, London, United Kingdom; Institute of Education, St. Mary's University, London, Canada; West Hill Special School, Surrey, United Kingdom","Auditory; early years; pattern-making; sounds of intent; taxonomy; visuo-spatial; zygonic theory","Final","Scopus","United Kingdom","GB","male",1,210764,"Michael Thorpe","author6","Ockelford2025_author6",6,1,0,"thorpe_michael","Open Access",0
"Franěk2024","Marek",NA,"Franěk","Marek Franěk","Music and Science",NA,NA,"Audio-Visual Interactions Between Music and the Natural Environment: Self-Reported Assessments and Measures of Facial Expressions","Article","7",2024,"10.1177/20592043241291757","https://www.scopus.com/inward/record.uri?eid = 2-s2.0-85208809276&doi = 10.1177%2f20592043241291757&partnerID = 40&md5 = 07aad5784d6d7e5daec0ad752a6c6f0e","Faculty of Informatics and Management, University of Hradec Králové, Hradec Králové, Czech Republic","Audiovisual interaction; effect of music; emotional facial expressions; environmental perception; face reading technique","Final","Scopus","Czechia","CZ","male",0.99,33163,"Marek Franěk","author1","Franěk2024_author1",1,0,0,"franěk_marek","Open Access",1
